Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb
Austin Seferian-Jenkins,2TM,24,,9,2,20,13,65.0%,154,11.8,1,30,7.7,1.4,17.1,0
Levine Toilolo,ATL,25,TE,16,11,19,13,68.4%,264,20.3,2,46,13.9,0.8,16.5,0
James Wright,CIN,25,wr,13,2,19,13,68.4%,106,8.2,0,15,5.6,1.0,8.2,0
Geronimo Allison,GNB,22,wr,10,2,22,12,54.5%,202,16.8,2,39,9.2,1.2,20.2,0
Alfred Blue,HOU,25,rb,14,2,16,12,75.0%,40,3.3,0,12,2.5,0.9,2.9,2
Andre Ellington,ARI,27,,16,0,19,12,63.2%,85,7.1,0,16,4.5,0.8,5.3,0
Robert Kelley,WAS,24,RB,15,9,18,12,66.7%,82,6.8,1,22,4.6,0.8,5.5,0
Jamize Olawale,OAK,27,fb,16,7,14,12,85.7%,227,18.9,1,75,16.2,0.8,14.2,0
Neal Sterling,JAX,24,te,10,1,16,12,75.0%,110,9.2,0,17,6.9,1.2,11.0,0
Stephen Anderson,HOU,23,,13,0,16,11,68.8%,93,8.5,1,14,5.8,0.8,7.2,0
Jaron Brown,ARI,26,wr,7,2,22,11,50.0%,187,17.0,1,51,8.5,1.6,26.7,0
Alex Collins,SEA,22,,11,0,11,11,100.0%,84,7.6,0,14,7.6,1.0,7.6,2
Bennie Fowler,DEN,25,,13,0,24,11,45.8%,145,13.2,2,76,6.0,0.8,11.2,0
Xavier Grimble,PIT,24,te,13,2,21,11,52.4%,118,10.7,2,20,5.6,0.8,9.1,0
Tyler Higbee,LAR,23,te/wr,16,7,29,11,37.9%,85,7.7,1,31,2.9,0.7,5.3,0
Jeff Janis,GNB,25,wr,16,1,19,11,57.9%,93,8.5,1,25,4.9,0.7,5.8,0
Cecil Shorts,TAM,29,wr,9,5,27,11,40.7%,152,13.8,0,22,5.6,1.2,16.9,0
Shane Vereen,NYG,27,rb,5,1,19,11,57.9%,94,8.5,0,16,4.9,2.2,18.8,2
Jarius Wright,MIN,27,wr,8,1,14,11,78.6%,67,6.1,1,11,4.8,1.4,8.4,0
Seth Devalve,CLE,23,te,12,2,12,10,83.3%,127,12.7,2,25,10.6,0.8,10.6,0
Ed Dickson,CAR,29,TE,16,8,19,10,52.6%,134,13.4,1,28,7.1,0.6,8.4,0
Justin Hunter,2TM,25,,13,5,23,10,43.5%,189,18.9,4,64,8.2,0.8,14.5,0
Tyler Kroft,CIN,24,TE/wr,14,11,12,10,83.3%,92,9.2,0,21,7.7,0.7,6.6,0
Keith Mumphery,HOU,24,wr,11,3,12,10,83.3%,69,6.9,0,11,5.8,0.9,6.3,0
John Phillips,2TM,29,,16,7,15,10,66.7%,72,7.2,1,16,4.8,0.6,4.5,0
Mike Tolbert,CAR,31,fb,16,2,15,10,66.7%,72,7.2,1,17,4.8,0.6,4.5,0
Darren Waller,BAL,24,te,12,3,17,10,58.8%,85,8.5,2,15,5.0,0.8,7.1,0
Dwayne Washington,DET,22,rb,12,2,15,10,66.7%,62,6.2,0,11,4.1,0.8,5.2,0
Eric Decker,NYJ,29,wr,3,3,21,9,42.9%,194,21.6,2,35,9.2,3.0,64.7,0
Kenyan Drake,MIA,22,rb,16,1,10,9,90.0%,46,5.1,0,9,4.6,0.6,2.9,1
Rhett Ellison,MIN,28,te,15,6,14,9,64.3%,57,6.3,0,21,4.1,0.6,3.8,0
Mike Gillislee,BUF,26,rb,15,1,11,9,81.8%,50,5.6,1,18,4.5,0.6,3.3,1
Ryan Grant,WAS,26,wr,16,1,19,9,47.4%,76,8.4,0,17,4.0,0.6,4.8,0
Jeff Heuerman,DEN,24,te,12,2,17,9,52.9%,141,15.7,0,31,8.3,0.8,11.8,0
Andre Johnson,TEN,35,wr,8,4,22,9,40.9%,85,9.4,2,20,3.9,1.1,10.6,0
Tanner McEvoy,SEA,23,,14,0,11,9,81.8%,140,15.6,2,42,12.7,0.6,10.0,0
Nick O'Leary,BUF,24,te,16,7,14,9,64.3%,114,12.7,0,28,8.1,0.6,7.1,0
Aaron Ripkowski,GNB,24,FB,16,8,10,9,90.0%,46,5.1,1,9,4.6,0.6,2.9,0
Paul Turner,PHI,23,wr,4,2,14,9,64.3%,126,14.0,0,41,9.0,2.3,31.5,0
Marquess Wilson,CHI,24,wr,3,1,16,9,56.3%,160,17.8,1,35,10.0,3.0,53.3,0
Brandon Bostick,NYJ,27,te,16,7,11,8,72.7%,63,7.9,0,14,5.7,0.5,3.9,0
Jordan Cameron,MIA,28,te,3,3,11,8,72.7%,60,7.5,1,13,5.5,2.7,20.0,0
Anthony Fasano,TEN,32,TE,16,10,13,8,61.5%,83,10.4,2,17,6.4,0.5,5.2,0
Crockett Gillmore,BAL,25,te,7,5,14,8,57.1%,71,8.9,1,22,5.1,1.1,10.1,0
Brittan Golden,ARI,28,wr,12,1,14,8,57.1%,82,10.3,1,22,5.9,0.7,6.8,1
DuJuan Harris,SFO,28,rb,10,1,9,8,88.9%,115,14.4,1,47,12.8,0.8,11.5,2
Maurice Harris,WAS,24,,10,0,12,8,66.7%,66,8.3,0,15,5.5,0.8,6.6,1
Matt Jones,WAS,23,rb,7,7,8,8,100.0%,73,9.1,0,16,9.1,1.1,10.4,3
Cody Latimer,DEN,24,wr,12,1,15,8,53.3%,76,9.5,0,16,5.1,0.7,6.3,0
Freddie Martino,TAM,25,,13,0,11,8,72.7%,142,17.8,1,43,12.9,0.6,10.9,0
Jonathan Stewart,CAR,29,RB,13,13,21,8,38.1%,60,7.5,0,25,2.9,0.6,4.6,3
Brandon Tate,BUF,29,wr,15,1,12,8,66.7%,117,14.6,0,34,9.8,0.5,7.8,0
LeGarrette Blount,NWE,30,RB,16,8,8,7,87.5%,38,5.4,0,16,4.8,0.4,2.4,2
Aaron Burbridge,SFO,23,wr,16,3,16,7,43.8%,88,12.6,0,24,5.5,0.4,5.5,1
Reggie Bush,BUF,31,,13,0,10,7,70.0%,90,12.9,0,25,9.0,0.5,6.9,1
Patrick DiMarco,ATL,27,FB,16,8,10,7,70.0%,52,7.4,1,18,5.2,0.4,3.3,0
Ronnie Hillman,2TM,25,,8,1,15,7,46.7%,93,13.3,0,32,6.2,0.9,11.6,0
David Johnson,PIT,29,te/wr,16,5,11,7,63.6%,80,11.4,0,26,7.3,0.4,5.0,0
Dominique Jones,MIA,29,te,9,2,10,7,70.0%,61,8.7,1,24,6.1,0.8,6.8,0
Roger Lewis,NYG,23,wr,13,1,19,7,36.8%,97,13.9,2,30,5.1,0.5,7.5,0
Tommylee Lewis,NOR,24,wr,12,1,11,7,63.6%,76,10.9,0,26,6.9,0.6,6.3,2
Dexter McCluster,SDG,27,,6,0,11,7,63.6%,36,5.1,0,10,3.3,1.2,6.0,0
Chris Moore,BAL,23,,15,0,16,7,43.8%,46,6.6,0,13,2.9,0.5,3.1,1
Brandon Myers,TAM,31,TE,16,9,14,7,50.0%,59,8.4,1,12,4.2,0.4,3.7,0
De'Anthony Thomas,KAN,23,,12,0,9,7,77.8%,35,5.0,0,15,3.9,0.6,2.9,0
Keenan Allen,SDG,24,wr,1,1,7,6,85.7%,63,10.5,0,15,9.0,6.0,63.0,0
Demarcus Ayers,PIT,22,wr,2,1,13,6,46.2%,53,8.8,1,15,4.1,3.0,26.5,0
Nick Boyle,BAL,23,,6,0,6,6,100.0%,44,7.3,0,20,7.3,1.0,7.3,0
Alan Cross,TAM,23,,14,0,10,6,60.0%,38,6.3,1,10,3.8,0.4,2.7,0
Alex Erickson,CIN,24,,16,0,8,6,75.0%,71,11.8,0,20,8.9,0.4,4.4,3
Jerome Felton,BUF,30,fb,15,4,9,6,66.7%,57,9.5,0,22,6.3,0.4,3.8,0
Arian Foster,MIA,30,rb/wr,4,2,10,6,60.0%,78,13.0,0,50,7.8,1.5,19.5,1
Darrius Heyward-Bey,PIT,29,,10,0,19,6,31.6%,114,19.0,2,46,6.0,0.6,11.4,0
Rashard Higgins,CLE,22,,16,0,12,6,50.0%,77,12.8,0,19,6.4,0.4,4.8,0
Wendell Smallwood,PHI,22,rb,13,3,13,6,46.2%,55,9.2,0,18,4.2,0.5,4.2,1
Antone Smith,TAM,31,,3,0,9,6,66.7%,77,12.8,0,30,8.6,2.0,25.7,2
Lee Smith,OAK,29,te,4,4,6,6,100.0%,29,4.8,0,12,4.8,1.5,7.3,0
C.J. Spiller,2TM,29,,6,0,13,6,46.2%,50,8.3,1,24,3.8,1.0,8.3,1
Geoff Swaim,DAL,23,te,9,6,8,6,75.0%,69,11.5,0,28,8.6,0.7,7.7,0
Danny Woodhead,SDG,31,rb,2,1,8,6,75.0%,35,5.8,1,12,4.4,3.0,17.5,0
Ameer Abdullah,DET,23,rb,2,2,5,5,100.0%,57,11.4,1,18,11.4,2.5,28.5,0
Peyton Barber,TAM,22,rb,15,1,6,5,83.3%,28,5.6,0,11,4.7,0.3,1.9,0
Kenjon Barner,PHI,26,,13,0,11,5,45.5%,42,8.4,0,15,3.8,0.4,3.2,0
Arrelious Benn,JAX,28,,15,0,10,5,50.0%,116,23.2,1,51,11.6,0.3,7.7,0
Ka'Deem Carey,CHI,24,,12,0,7,5,71.4%,55,11.0,0,16,7.9,0.4,4.6,0
Knile Davis,2TM,25,,11,0,7,5,71.4%,25,5.0,0,11,3.6,0.5,2.3,0
Rashad Greene,JAX,24,,8,0,8,5,62.5%,32,6.4,0,9,4.0,0.6,4.0,4
Andy Janovich,DEN,23,fb,11,5,7,5,71.4%,44,8.8,0,13,6.3,0.5,4.0,0
Malcolm Johnson,CLE,24,fb,7,1,7,5,71.4%,44,8.8,0,21,6.3,0.7,6.3,1
T.J. Jones,DET,24,,3,0,14,5,35.7%,93,18.6,0,36,6.6,1.7,31.0,0
Marcel Reece,SEA,31,,4,0,5,5,100.0%,73,14.6,0,31,14.6,1.3,18.3,0
Luke Stocker,TAM,28,TE,12,10,8,5,62.5%,23,4.6,0,11,2.9,0.4,1.9,0
Nick Williams,ATL,26,,2,0,7,5,71.4%,59,11.8,0,19,8.4,2.5,29.5,0
Blake Bell,SFO,25,,13,0,9,4,44.4%,85,21.3,0,45,9.4,0.3,6.5,0
Ben Braunecker,CHI,22,te,13,2,6,4,66.7%,41,10.3,0,14,6.8,0.3,3.2,0
Gavin Escobar,DAL,25,te,16,1,7,4,57.1%,30,7.5,1,14,4.3,0.3,1.9,0
Corey Grant,JAX,25,rb,11,1,7,4,57.1%,35,8.8,1,15,5.0,0.4,3.2,0
Mike James,TAM,25,,4,0,4,4,100.0%,22,5.5,0,6,5.5,1.0,5.5,0
Taiwan Jones,OAK,28,,13,0,4,4,100.0%,43,10.8,0,16,10.8,0.3,3.3,0
Eddie Lacy,GNB,26,rb,5,5,7,4,57.1%,28,7.0,0,17,4.0,0.8,5.6,0
Justin Perillo,GNB,25,te,9,1,5,4,80.0%,35,8.8,0,13,7.0,0.4,3.9,0
Jeremy Ross,2TM,28,,6,1,4,4,100.0%,37,9.3,1,15,9.3,0.7,6.2,0
Greg Salas,BUF,28,wr,2,1,6,4,66.7%,89,22.3,1,71,14.8,2.0,44.5,0
Anthony Sherman,KAN,28,fb,16,3,6,4,66.7%,11,2.8,0,6,1.8,0.3,0.7,0
Phillip Supernaw,TEN,26,te,15,2,5,4,80.0%,62,15.5,0,30,12.4,0.3,4.1,0
Danny Vitale,CLE,23,fb,9,3,5,4,80.0%,27,6.8,0,17,5.4,0.4,3.0,0
Derek Watt,SDG,24,fb,16,2,4,4,100.0%,83,20.8,0,53,20.8,0.3,5.2,0
Markus Wheaton,PIT,25,wr,3,2,9,4,44.4%,51,12.8,1,30,5.7,1.3,17.0,0
Wendall Williams,HOU,26,,3,0,7,4,57.1%,75,18.8,0,32,10.7,1.3,25.0,0
Javorius Allen,BAL,25,,8,0,4,3,75.0%,15,5.0,0,8,3.8,0.4,1.9,0
Jace Amaro,TEN,24,,3,0,4,3,75.0%,59,19.7,0,26,14.8,1.0,19.7,0
Quan Bray,IND,23,,6,0,4,3,75.0%,36,12.0,0,22,9.0,0.5,6.0,0
Malcolm Brown,LAR,23,,16,0,3,3,100.0%,46,15.3,0,26,15.3,0.2,2.9,1
Leonte Carroo,MIA,22,wr,14,2,6,3,50.0%,29,9.7,1,15,4.8,0.2,2.1,0
Mike Davis,SFO,23,rb,8,1,5,3,60.0%,25,8.3,0,10,5.0,0.4,3.1,1
Trevor Davis,GNB,23,,11,0,7,3,42.9%,24,8.0,1,9,3.4,0.3,2.2,2
James Develin,NWE,28,fb/rb,16,4,6,3,50.0%,18,6.0,0,13,3.0,0.2,1.1,0
Alex Ellis,JAX,23,te,6,3,4,3,75.0%,11,3.7,0,6,2.8,0.5,1.8,0
Tyler Ervin,HOU,23,,12,0,5,3,60.0%,18,6.0,0,9,3.6,0.3,1.5,3
Clay Harbor,2TM,29,,15,2,3,3,100.0%,19,6.3,0,9,6.3,0.2,1.3,0
Akeem Hunt,HOU,23,,8,0,4,3,75.0%,29,9.7,0,24,7.3,0.4,3.6,2
Bradley Marquez,LAR,24,,14,0,7,3,42.9%,37,12.3,0,13,5.3,0.2,2.6,0
Byron Marshall,PHI,22,,3,0,5,3,60.0%,10,3.3,0,7,2.0,1.0,3.3,0
Darren McFadden,DAL,29,rb,3,2,5,3,60.0%,17,5.7,0,11,3.4,1.0,5.7,0
Alfred Morris,DAL,28,,14,0,6,3,50.0%,11,3.7,0,6,1.8,0.2,0.8,0
Logan Paulsen,CHI,29,TE,16,12,10,3,30.0%,15,5.0,0,7,1.5,0.2,0.9,0
Joshua Perkins,ATL,23,te,8,1,5,3,60.0%,42,14.0,1,26,8.4,0.4,5.3,0
Adrian Peterson,MIN,31,rb,3,3,6,3,50.0%,8,2.7,0,7,1.3,1.0,2.7,1
Denard Robinson,JAX,26,rb,13,1,5,3,60.0%,22,7.3,0,11,4.4,0.2,1.7,0
Keith Smith,DAL,24,fb,16,1,4,3,75.0%,20,6.7,0,14,5.0,0.2,1.3,0
Lorenzo Taliaferro,BAL,25,,3,0,3,3,100.0%,10,3.3,0,8,3.3,1.0,3.3,0
Mike Thomas,LAR,22,,15,0,9,3,33.3%,37,12.3,0,16,4.1,0.2,2.5,1
Fitzgerald Toussaint,PIT,26,,16,0,3,3,100.0%,33,11.0,0,15,11.0,0.2,2.1,0
Ross Travis,KAN,23,te,6,3,6,3,50.0%,15,5.0,0,6,2.5,0.5,2.5,0
Bryce Treggs,PHI,22,wr,9,1,12,3,25.0%,80,26.7,0,58,6.7,0.3,8.9,0
Nick Vannett,SEA,23,te,9,2,4,3,75.0%,32,10.7,0,21,8.0,0.3,3.6,0
Lucky Whitehead,DAL,24,wr,15,1,3,3,100.0%,48,16.0,0,35,16.0,0.2,3.2,3
Brenton Bersin,CAR,26,,10,0,6,2,33.3%,17,8.5,0,10,2.8,0.2,1.7,0
Kapri Bibbs,DEN,23,,12,0,4,2,50.0%,75,37.5,1,69,18.8,0.2,6.3,0
Brandon Bolden,NWE,26,,14,0,4,2,50.0%,15,7.5,0,13,3.8,0.1,1.1,0
Jeremy Butler,SDG,25,,4,0,2,2,100.0%,11,5.5,0,6,5.5,0.5,2.8,0
Derek Carrier,WAS,26,,8,0,2,2,100.0%,10,5.0,0,6,5.0,0.3,1.3,0
Jamaal Charles,KAN,30,,3,0,3,2,66.7%,14,7.0,0,16,4.7,0.7,4.7,0
Orleans Darkwa,NYG,24,rb,10,2,4,2,50.0%,12,6.0,0,9,3.0,0.2,1.2,0
Josh Doctson,WAS,24,,2,0,6,2,33.3%,66,33.0,0,57,11.0,1.0,33.0,0
Je'Ron Hamm,SFO,24,,5,0,4,2,50.0%,13,6.5,0,7,3.3,0.4,2.6,0
Percy Harvin,BUF,28,wr,2,1,4,2,50.0%,6,3.0,0,5,1.5,1.0,3.0,0
Ryan Hewitt,CIN,25,RB,16,11,3,2,66.7%,13,6.5,0,8,4.3,0.1,0.8,0
Johnny Holton,OAK,25,,15,0,3,2,66.7%,34,17.0,0,30,11.3,0.1,2.3,1
Tavarres King,NYG,26,,7,0,4,2,50.0%,50,25.0,0,44,12.5,0.3,7.1,0
Daniel Lasco,NOR,24,,7,0,4,2,50.0%,11,5.5,0,7,2.8,0.3,1.6,0
Matt Lengel,NWE,26,,6,0,3,2,66.7%,22,11.0,1,18,7.3,0.3,3.7,0
Sean McGrath,SDG,29,te,16,5,2,2,100.0%,25,12.5,0,13,12.5,0.1,1.6,0
J.D. McKissic,SEA,23,,1,0,2,2,100.0%,16,8.0,0,10,8.0,2.0,16.0,0
Ifeanyi Momah,ARI,27,te,5,1,4,2,50.0%,50,25.0,0,27,12.5,0.4,10.0,0
Roosevelt Nix,PIT,24,fb,10,3,2,2,100.0%,5,2.5,0,3,2.5,0.2,0.5,0
James O'Shaughnessy,KAN,24,te,16,3,3,2,66.7%,-1,-0.5,0,0,-0.3,0.1,-0.1,0
Niles Paul,WAS,27,te,8,1,2,2,100.0%,27,13.5,0,16,13.5,0.3,3.4,0
MyCole Pruitt,2TM,24,,4,0,2,2,100.0%,13,6.5,0,7,6.5,0.5,3.3,0
Randall Telfer,CLE,24,te,14,5,7,2,28.6%,4,2.0,0,7,0.6,0.1,0.3,0
Griff Whalen,SDG,26,,8,0,4,2,50.0%,22,11.0,0,12,5.5,0.3,2.8,0
Cole Wick,DET,23,,6,0,3,2,66.7%,18,9.0,0,13,6.0,0.3,3.0,0
Brandon Wilds,NYJ,23,,4,0,2,2,100.0%,20,10.0,0,12,10.0,0.5,5.0,0
Brandon Williams,SEA,29,fb,16,1,3,2,66.7%,36,18.0,0,20,12.0,0.1,2.3,0
Russell Wilson,SEA,28,QB,16,16,2,2,100.0%,14,7.0,1,15,7.0,0.1,0.9,8
Jared Abbrederis,GNB,26,,5,0,2,1,50.0%,8,8.0,0,8,4.0,0.2,1.6,0
Bralon Addison,CHI,23,,2,0,1,1,100.0%,11,11.0,0,11,11.0,0.5,5.5,1
Cameron Artis-Payne,CAR,26,rb,3,3,1,1,100.0%,11,11.0,0,11,11.0,0.3,3.7,0
Matt Barkley,CHI,26,qb,7,6,1,1,100.0%,2,2.0,1,2,2.0,0.1,0.3,4
Joique Bell,2TM,30,,7,0,1,1,100.0%,-2,-2.0,0,0,-2.0,0.1,-0.3,0
Blake Bortles,JAX,24,QB,16,16,1,1,100.0%,20,20.0,1,20,20.0,0.1,1.3,8
Sam Bradford,MIN,29,QB,15,15,1,1,100.0%,5,5.0,0,5,5.0,0.1,0.3,10
Mack Brown,WAS,25,,9,0,1,1,100.0%,-2,-2.0,0,-2,-2.0,0.1,-0.2,0
Damiere Byrd,CAR,23,,1,0,1,1,100.0%,16,16.0,0,16,16.0,1.0,16.0,0
Gerald Christian,BUF,25,,3,0,2,1,50.0%,14,14.0,0,14,7.0,0.3,4.7,0
Quinton Dunbar,WAS,24,cb,14,2,1,1,100.0%,31,31.0,0,31,31.0,0.1,2.2,1
George Farmer,SEA,23,,2,0,3,1,33.3%,4,4.0,0,4,1.3,0.5,2.0,0
Jake Fisher,CIN,23,rt,15,3,1,1,100.0%,12,12.0,0,12,12.0,0.1,0.8,1
D.J. Foster,NWE,23,,3,0,2,1,50.0%,2,2.0,0,2,1.0,0.3,0.7,0
Jalston Fowler,TEN,26,fb,16,7,2,1,50.0%,14,14.0,0,14,7.0,0.1,0.9,0
Blaine Gabbert,SFO,27,qb,6,5,1,1,100.0%,-16,-16.0,0,-16,-16.0,0.2,-2.7,0
Jimmy Garoppolo,NWE,25,qb,6,2,1,1,100.0%,3,3.0,0,3,3.0,0.2,0.5,2
Connor Hamlett,CLE,24,te,3,2,1,1,100.0%,17,17.0,1,17,17.0,0.3,5.7,0
Dwayne Harris,NYG,29,wr,16,1,1,1,100.0%,13,13.0,1,13,13.0,0.1,0.8,3
Henry Krieger-Coble,DEN,24,,2,0,1,1,100.0%,13,13.0,0,13,13.0,0.5,6.5,0
Paul Lasike,CHI,26,fb/wr,10,3,1,1,100.0%,3,3.0,0,3,3.0,0.1,0.3,0
Taylor Lewan,TEN,25,LT,16,16,1,1,100.0%,10,10.0,1,10,10.0,0.1,0.6,0
Chris Manhertz,2TM,24,,7,2,1,1,100.0%,10,10.0,0,10,10.0,0.1,1.4,0
Paul McRoberts,LAR,24,,2,0,1,1,100.0%,6,6.0,0,6,6.0,0.5,3.0,0
David Morgan,MIN,23,,12,0,1,1,100.0%,4,4.0,0,4,4.0,0.1,0.3,0
Matthew Mulligan,DET,31,,8,0,1,1,100.0%,8,8.0,0,8,8.0,0.1,1.0,0
Marcus Murphy,NOR,25,,3,0,1,1,100.0%,3,3.0,0,3,3.0,0.3,1.0,0
Troy Niklas,ARI,24,te,3,2,2,1,50.0%,0,0.0,0,0,0.0,0.3,0.0,0
Brock Osweiler,HOU,26,QB,15,14,1,1,100.0%,-14,-14.0,0,-6,-14.0,0.1,-0.9,5
Jordan Payton,CLE,23,,4,0,3,1,33.3%,3,3.0,0,3,1.0,0.3,0.8,0
Isaiah Pead,MIA,27,,3,0,1,1,100.0%,6,6.0,0,6,6.0,0.3,2.0,0
Donald Penn,OAK,33,LT,16,16,1,1,100.0%,1,1.0,1,1,1.0,0.1,0.1,0
Troymaine Pope,2TM,23,,4,0,2,1,50.0%,5,5.0,0,5,2.5,0.3,1.3,0
Jay Prosch,HOU,24,fb,15,1,1,1,100.0%,6,6.0,0,6,6.0,0.1,0.4,0
Chase Reynolds,LAR,29,,16,0,1,1,100.0%,4,4.0,0,4,4.0,0.1,0.3,0
Rashad Ross,WAS,26,,5,0,1,1,100.0%,8,8.0,0,8,8.0,0.2,1.6,0
DeAndre Smelter,SFO,25,,2,0,1,1,100.0%,23,23.0,0,23,23.0,0.5,11.5,0
Alex Smith,KAN,32,QB,15,15,1,1,100.0%,3,3.0,0,3,3.0,0.1,0.2,7
Devin Smith,NYJ,24,,4,0,3,1,33.3%,20,20.0,0,20,6.7,0.3,5.0,0
Rod Smith,DAL,24,,7,0,1,1,100.0%,4,4.0,0,4,4.0,0.1,0.6,0
Devin Street,IND,25,,5,0,6,1,16.7%,20,20.0,0,20,3.3,0.2,4.0,0
D.J. Tialavea,ATL,25,,2,0,1,1,100.0%,1,1.0,1,1,1.0,0.5,0.5,0
Laquon Treadwell,MIN,21,wr,9,1,3,1,33.3%,15,15.0,0,15,5.0,0.1,1.7,0
Terron Ward,ATL,24,,5,0,2,1,50.0%,11,11.0,0,11,5.5,0.2,2.2,0
Tony Washington,JAX,24,,2,0,1,1,100.0%,9,9.0,0,9,9.0,0.5,4.5,0
Terrell Watson,PHI,23,,1,0,1,1,100.0%,5,5.0,0,5,5.0,1.0,5.0,0
Joe Webb,CAR,30,,14,0,3,1,33.3%,3,3.0,0,3,1.0,0.1,0.2,0
Carson Wentz,PHI,24,QB,16,16,1,1,100.0%,7,7.0,0,7,7.0,0.1,0.4,14
Jonathan Williams,BUF,22,,11,0,2,1,50.0%,0,0.0,0,0,0.0,0.1,0.0,2
Kerwynn Williams,ARI,25,,10,0,2,1,50.0%,6,6.0,0,6,3.0,0.1,0.6,0
Shane Wynn,JAX,24,,5,0,3,1,33.3%,19,19.0,0,19,6.3,0.2,3.8,0
